GRP,ITEMID,ITEMDESC,WHCode,WHName,WHRegion,Desc3,ItemOrder1,ItemOrder2,ClipBd,Company,QtyOnHand,QtyOnPO,QtyOnSO,QtyAvailable
Fermentation Products,8068,MaloBacti HF2 for 1000hL,MEL01,Melbourne Warehouse,VIC,Labelled as 8068,125,0,MLF,Kauri Australia (a Limited Partnership),4,0,0,4
Fermentation Products,8068,MaloBacti HF2 for 1000hL,MEL01,Melbourne Warehouse,VIC,MaloBacti HF2 for 1000hL,125,125,MLF,Kauri Australia (a Limited Partnership),0,1,-3,-2
Fermentation Products,8071,MaloBacti AF3 for 1000hL,MEL01,Melbourne Warehouse,VIC,Labelled as 8071,145,0,MLF,Kauri Australia (a Limited Partnership),10,0,0,10
Fermentation Products,8073,MaloBacti HF2 for 25hL,MEL01,Melbourne Warehouse,VIC,Labelled as 8073,115,0,MLF,Kauri Australia (a Limited Partnership),56,0,0,56
Fermentation Products,8073,MaloBacti HF2 for 25hL,SA007,SA Office,SA,Labelled as 8073,115,0,MLF,Kauri Australia (a Limited Partnership),10,0,0,10
Fermentation Products,8073,MaloBacti HF2 for 25hL,SA017,WineWorks - Lonsdale,SA,Labelled as 8073,115,0,MLF,Kauri Australia (a Limited Partnership),20,0,0,20
Fermentation Products,8074,MaloBacti HF2 for 250hL,MEL01,Melbourne Warehouse,VIC,Labelled as 8074,120,0,MLF,Kauri Australia (a Limited Partnership),22,0,0,22
Fermentation Products,8074,MaloBacti HF2 for 250hL,MEL01,Melbourne Warehouse,VIC,MaloBacti HF2 for 250hL,120,120,MLF,Kauri Australia (a Limited Partnership),0,0,-2,-2
Fermentation Products,8074,MaloBacti HF2 for 250hL,SA012,Collins Adelaide,SA,MaloBacti HF2 for 250hL,120,120,MLF,Kauri Australia (a Limited Partnership),0,0,-1,-1
Fermentation Products,8074,MaloBacti HF2 for 250hL,SA017,WineWorks - Lonsdale,SA,Labelled as 8074,120,0,MLF,Kauri Australia (a Limited Partnership),4,0,0,4
Fermentation Products,8076,VitiFerm BIO Vulcano 500g pack,MEL01,Melbourne Warehouse,VIC,"Packs labelled as 8076, outer carton as 20 x 8076",355,0,Yeast,Kauri Australia (a Limited Partnership),224,0,0,224
Fermentation Products,8076,VitiFerm BIO Vulcano 500g pack,MEL01,Melbourne Warehouse,VIC,VitiFerm BIO Vulcano 500g pack,355,355,Yeast,Kauri Australia (a Limited Partnership),0,0,-2,-2
Fermentation Products,8076,VitiFerm BIO Vulcano 500g pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Vulcano 500g pack,355,355,Yeast,Kauri Australia (a Limited Partnership),0,560,0,560
Fermentation Products,8076,VitiFerm BIO Vulcano 500g pack,SA012,Collins Adelaide,SA,VitiFerm BIO Vulcano 500g pack,355,355,Yeast,Kauri Australia (a Limited Partnership),0,0,-6,-6
Fermentation Products,8076,VitiFerm BIO Vulcano 500g pack,SA017,WineWorks - Lonsdale,SA,"Packs labelled as 8076, outer carton as 20 x 8076",355,0,Yeast,Kauri Australia (a Limited Partnership),40,0,0,40
Fermentation Products,8076,VitiFerm BIO Vulcano 500g pack,WA001,GJ Freight Ltd - Donnybrook,WA,"Packs labelled as 8076, outer carton as 20 x 8076",355,0,Yeast,Kauri Australia (a Limited Partnership),24,0,0,24
Fermentation Products,8076,VitiFerm BIO Vulcano 500g pack,WA001,GJ Freight Ltd - Donnybrook,WA,VitiFerm BIO Vulcano 500g pack,355,355,Yeast,Kauri Australia (a Limited Partnership),0,0,-2,-2
Fermentation Products,8082,MaloBacti AF3 for 25hL,MEL01,Melbourne Warehouse,VIC,Labelled as 8082,135,0,MLF,Kauri Australia (a Limited Partnership),70,0,0,70
Fermentation Products,8082,MaloBacti AF3 for 25hL,SA007,SA Office,SA,Labelled as 8082,135,0,MLF,Kauri Australia (a Limited Partnership),10,0,0,10
Fermentation Products,8082,MaloBacti AF3 for 25hL,SA017,WineWorks - Lonsdale,SA,Labelled as 8082,135,0,MLF,Kauri Australia (a Limited Partnership),20,0,0,20
Fermentation Products,8083,MaloBacti AF3 for 250hL,MEL01,Melbourne Warehouse,VIC,Labelled as 8083,140,0,MLF,Kauri Australia (a Limited Partnership),8,0,0,8
Fermentation Products,8083,MaloBacti AF3 for 250hL,SA017,WineWorks - Lonsdale,SA,Labelled as 8083,140,0,MLF,Kauri Australia (a Limited Partnership),4,0,0,4
Fermentation Products,8084,MaxBacti HF2 for 5000hL,MEL01,Melbourne Warehouse,VIC,Labbelled as 8084,130,0,MLF,Kauri Australia (a Limited Partnership),2,0,0,2
Fermentation Products,8087,MaloBacti CN1 for 25hL,MEL01,Melbourne Warehouse,VIC,Labelled as 8087,100,0,MLF,Kauri Australia (a Limited Partnership),130,0,0,130
Fermentation Products,8087,MaloBacti CN1 for 25hL,MEL01,Melbourne Warehouse,VIC,MaloBacti CN1 for 25hL,100,100,MLF,Kauri Australia (a Limited Partnership),0,0,-2,-2
Fermentation Products,8087,MaloBacti CN1 for 25hL,SA007,SA Office,SA,Labelled as 8087,100,0,MLF,Kauri Australia (a Limited Partnership),10,0,0,10
Fermentation Products,8087,MaloBacti CN1 for 25hL,SA012,Collins Adelaide,SA,MaloBacti CN1 for 25hL,100,100,MLF,Kauri Australia (a Limited Partnership),0,0,-45,-45
Fermentation Products,8087,MaloBacti CN1 for 25hL,SA017,WineWorks - Lonsdale,SA,Labelled as 8087,100,0,MLF,Kauri Australia (a Limited Partnership),6,0,0,6
Fermentation Products,8087,MaloBacti CN1 for 25hL,SA021,JAGS Transport & Haulage,SA,MaloBacti CN1 for 25hL,100,100,MLF,Kauri Australia (a Limited Partnership),0,0,-1,-1
Fermentation Products,8087,MaloBacti CN1 for 25hL,WA001,GJ Freight Ltd - Donnybrook,WA,MaloBacti CN1 for 25hL,100,100,MLF,Kauri Australia (a Limited Partnership),0,0,-4,-4
Fermentation Products,8088,MaloBacti CN1 for 250hL,MEL01,Melbourne Warehouse,VIC,Labelled as 8088,105,0,MLF,Kauri Australia (a Limited Partnership),24,0,0,24
Fermentation Products,8088,MaloBacti CN1 for 250hL,MEL01,Melbourne Warehouse,VIC,MaloBacti CN1 for 250hL,105,105,MLF,Kauri Australia (a Limited Partnership),0,0,-1,-1
Fermentation Products,8090,FermControl 1kg,MEL01,Melbourne Warehouse,VIC,"Packs labelled as 8090, outer carton as 10 x 8090",200,0,FermControl,Kauri Australia (a Limited Partnership),52,0,0,52
Fermentation Products,8090,FermControl 1kg,MEL03,Collins Transport Group,VIC,FermControl 1kg,200,200,FermControl,Kauri Australia (a Limited Partnership),0,50,0,50
Fermentation Products,8090,FermControl 1kg,SA012,Collins Adelaide,SA,FermControl 1kg,200,200,FermControl,Kauri Australia (a Limited Partnership),0,0,-2,-2
Fermentation Products,8090,FermControl 1kg,WA001,GJ Freight Ltd - Donnybrook,WA,FermControl 1kg,200,200,FermControl,Kauri Australia (a Limited Partnership),0,0,-30,-30
Fermentation Products,8091,FermControl 5kg,MEL03,Collins Transport Group,VIC,FermControl 5kg,205,205,FermControl,Kauri Australia (a Limited Partnership),0,40,0,40
Fermentation Products,8091,FermControl 5kg,SA012,Collins Adelaide,SA,FermControl 5kg,205,205,FermControl,Kauri Australia (a Limited Partnership),0,0,-13,-13
Fermentation Products,8091,FermControl 5kg,SA021,JAGS Transport & Haulage,SA,FermControl 5kg,205,205,FermControl,Kauri Australia (a Limited Partnership),0,0,-10,-10
Fermentation Products,8091,FermControl 5kg,WA001,GJ Freight Ltd - Donnybrook,WA,FermControl 5kg,205,205,FermControl,Kauri Australia (a Limited Partnership),0,0,-9,-9
Fermentation Products,8091,FermControl 5kg,WA001,GJ Freight Ltd - Donnybrook,WA,"Packs labelled as 8091, outer carton as 2 x 8091",205,0,FermControl,Kauri Australia (a Limited Partnership),20,0,0,20
Fermentation Products,8091,FermControl 5kg,WA006,WA Office,WA,"Packs labelled as 8091, outer carton as 2 x 8091",205,0,FermControl,Kauri Australia (a Limited Partnership),6,0,0,6
Fermentation Products,8095,FermControl 100kg Drum,SA012,Collins Adelaide,SA,FermControl 100kg Drum,225,225,FermControl,Kauri Australia (a Limited Partnership),0,0,-2,-2
Fermentation Products,8095,FermControl 100kg Drum,SA017,WineWorks - Lonsdale,SA,Labelled as 8095,225,0,FermControl,Kauri Australia (a Limited Partnership),4,0,0,4
Fermentation Products,8095,FermControl 100kg Drum,WA001,GJ Freight Ltd - Donnybrook,WA,FermControl 100kg Drum,225,225,FermControl,Kauri Australia (a Limited Partnership),0,0,-1,-1
Fermentation Products,8098,MaloControl BIO 100g,MEL01,Melbourne Warehouse,VIC,Labelled as 8098,155,0,MaloControl,Kauri Australia (a Limited Partnership),70,0,0,70
Fermentation Products,8099,MaloControl BIO 1kg,MEL01,Melbourne Warehouse,VIC,Labelled as 8099,170,0,MaloControl,Kauri Australia (a Limited Partnership),42,0,0,42
Fermentation Products,8099,MaloControl BIO 1kg,MEL03,Collins Transport Group,VIC,MaloControl BIO 1kg,170,170,MaloControl,Kauri Australia (a Limited Partnership),0,8,0,8
Fermentation Products,8099,MaloControl BIO 1kg,SA012,Collins Adelaide,SA,MaloControl BIO 1kg,170,170,MaloControl,Kauri Australia (a Limited Partnership),0,0,-11,-11
Fermentation Products,8101,VitiFerm BIO Alba Fria (Cool White) 500gm pack,MEL01,Melbourne Warehouse,VIC,"Packs labelled as 8101, outer carton as 20 x 8101",300,0,Yeast,Kauri Australia (a Limited Partnership),12,0,0,12
Fermentation Products,8101,VitiFerm BIO Alba Fria (Cool White) 500gm pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Alba Fria (Cool White) 500gm pack,300,300,Yeast,Kauri Australia (a Limited Partnership),0,640,0,640
Fermentation Products,8101,VitiFerm BIO Alba Fria (Cool White) 500gm pack,SA012,Collins Adelaide,SA,VitiFerm BIO Alba Fria (Cool White) 500gm pack,300,300,Yeast,Kauri Australia (a Limited Partnership),0,0,-41,-41
Fermentation Products,8101,VitiFerm BIO Alba Fria (Cool White) 500gm pack,WA001,GJ Freight Ltd - Donnybrook,WA,"Packs labelled as 8101, outer carton as 20 x 8101",300,0,Yeast,Kauri Australia (a Limited Partnership),52,0,0,52
Fermentation Products,8101,VitiFerm BIO Alba Fria (Cool White) 500gm pack,WA001,GJ Freight Ltd - Donnybrook,WA,VitiFerm BIO Alba Fria (Cool White) 500gm pack,300,300,Yeast,Kauri Australia (a Limited Partnership),0,0,-19,-19
Fermentation Products,8101,VitiFerm BIO Alba Fria (Cool White) 500gm pack,WA006,WA Office,WA,"Packs labelled as 8101, outer carton as 20 x 8101",300,0,Yeast,Kauri Australia (a Limited Partnership),22,0,0,22
Fermentation Products,8103,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,MEL01,Melbourne Warehouse,VIC,"Packs labelled as 8103, outer carton as 20 x 8103",315,0,Yeast,Kauri Australia (a Limited Partnership),410,0,0,410
Fermentation Products,8103,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,315,315,Yeast,Kauri Australia (a Limited Partnership),0,560,0,560
Fermentation Products,8103,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,SA007,SA Office,SA,"Packs labelled as 8103, outer carton as 20 x 8103",315,0,Yeast,Kauri Australia (a Limited Partnership),2,0,0,2
Fermentation Products,8103,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,SA012,Collins Adelaide,SA,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,315,315,Yeast,Kauri Australia (a Limited Partnership),0,0,-61,-61
Fermentation Products,8103,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,SA017,WineWorks - Lonsdale,SA,"Packs labelled as 8103, outer carton as 20 x 8103",315,0,Yeast,Kauri Australia (a Limited Partnership),74,0,0,74
Fermentation Products,8103,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,SA021,JAGS Transport & Haulage,SA,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,315,315,Yeast,Kauri Australia (a Limited Partnership),0,0,-5,-5
Fermentation Products,8103,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,WA001,GJ Freight Ltd - Donnybrook,WA,"Packs labelled as 8103, outer carton as 20 x 8103",315,0,Yeast,Kauri Australia (a Limited Partnership),148,0,0,148
Fermentation Products,8103,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,WA001,GJ Freight Ltd - Donnybrook,WA,VitiFerm BIO Rubino Extra (Extra Red) 500gm pack,315,315,Yeast,Kauri Australia (a Limited Partnership),0,0,-18,-18
Fermentation Products,8106,VitiFerm BIO Pinot Alba 500gm pack,MEL01,Melbourne Warehouse,VIC,"Packs labelled as 8106, outer carton as 20 x 8106",330,0,Yeast,Kauri Australia (a Limited Partnership),4,0,0,4
Fermentation Products,8106,VitiFerm BIO Pinot Alba 500gm pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Pinot Alba 500gm pack,330,330,Yeast,Kauri Australia (a Limited Partnership),0,380,0,380
Fermentation Products,8106,VitiFerm BIO Pinot Alba 500gm pack,SA012,Collins Adelaide,SA,VitiFerm BIO Pinot Alba 500gm pack,330,330,Yeast,Kauri Australia (a Limited Partnership),0,0,-19,-19
Fermentation Products,8106,VitiFerm BIO Pinot Alba 500gm pack,WA001,GJ Freight Ltd - Donnybrook,WA,VitiFerm BIO Pinot Alba 500gm pack,330,330,Yeast,Kauri Australia (a Limited Partnership),0,0,-3,-3
Fermentation Products,8108,VitiFerm BIO Rubino Extra (Extra Red) 10kg pack,MEL01,Melbourne Warehouse,VIC,Labelled as 8108,320,0,Yeast,Kauri Australia (a Limited Partnership),46,0,0,46
Fermentation Products,8108,VitiFerm BIO Rubino Extra (Extra Red) 10kg pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Rubino Extra (Extra Red) 10kg pack,320,320,Yeast,Kauri Australia (a Limited Partnership),0,50,0,50
Fermentation Products,8108,VitiFerm BIO Rubino Extra (Extra Red) 10kg pack,SA012,Collins Adelaide,SA,VitiFerm BIO Rubino Extra (Extra Red) 10kg pack,320,320,Yeast,Kauri Australia (a Limited Partnership),0,0,-19,-19
Fermentation Products,8109,VitiFerm BIO Alba Fria (Cool White) 10kg pack,MEL01,Melbourne Warehouse,VIC,Labelled as 8109,305,0,Yeast,Kauri Australia (a Limited Partnership),10,0,0,10
Fermentation Products,8109,VitiFerm BIO Alba Fria (Cool White) 10kg pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Alba Fria (Cool White) 10kg pack,305,305,Yeast,Kauri Australia (a Limited Partnership),0,15,0,15
Fermentation Products,8109,VitiFerm BIO Alba Fria (Cool White) 10kg pack,SA012,Collins Adelaide,SA,VitiFerm BIO Alba Fria (Cool White) 10kg pack,305,305,Yeast,Kauri Australia (a Limited Partnership),0,0,-2,-2
Fermentation Products,8111,VitiFerm BIO Pinot Alba 10kg pack,MEL01,Melbourne Warehouse,VIC,VitiFerm BIO Pinot Alba 10kg pack,335,335,Yeast,Kauri Australia (a Limited Partnership),0,1,0,1
Fermentation Products,8111,VitiFerm BIO Pinot Alba 10kg pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Pinot Alba 10kg pack,335,335,Yeast,Kauri Australia (a Limited Partnership),0,1,0,1
Fermentation Products,8111,VitiFerm BIO Pinot Alba 10kg pack,SA012,Collins Adelaide,SA,VitiFerm BIO Pinot Alba 10kg pack,335,335,Yeast,Kauri Australia (a Limited Partnership),0,0,-1,-1
Fermentation Products,8116,ViniComplex XS 1kg,MEL01,Melbourne Warehouse,VIC,Labelled as 8116,290,0,ViniComplex,Kauri Australia (a Limited Partnership),18,0,0,18
Tannin,8118,ViniTannin Multi Extra 1kg,MEL01,Melbourne Warehouse,VIC,Labelled as 8118,25,0,Tannin,Kauri Australia (a Limited Partnership),28,0,0,28
Fermentation Products,8119,VitiFerm BIO Paradisi 500gm pack,MEL01,Melbourne Warehouse,VIC,VitiFerm BIO Paradisi 500gm pack,338,338,Yeast,Kauri Australia (a Limited Partnership),0,0,-1,-1
Fermentation Products,8119,VitiFerm BIO Paradisi 500gm pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Paradisi 500gm pack,338,338,Yeast,Kauri Australia (a Limited Partnership),0,320,0,320
Fermentation Products,8119,VitiFerm BIO Paradisi 500gm pack,SA012,Collins Adelaide,SA,VitiFerm BIO Paradisi 500gm pack,338,338,Yeast,Kauri Australia (a Limited Partnership),0,0,-18,-18
Fermentation Products,8119,VitiFerm BIO Paradisi 500gm pack,SA017,WineWorks - Lonsdale,SA,Labelled as 8119,338,0,Yeast,Kauri Australia (a Limited Partnership),20,0,0,20
Fermentation Products,8119,VitiFerm BIO Paradisi 500gm pack,WA001,GJ Freight Ltd - Donnybrook,WA,Labelled as 8119,338,0,Yeast,Kauri Australia (a Limited Partnership),10,0,0,10
Fermentation Products,8119,VitiFerm BIO Paradisi 500gm pack,WA001,GJ Freight Ltd - Donnybrook,WA,VitiFerm BIO Paradisi 500gm pack,338,338,Yeast,Kauri Australia (a Limited Partnership),0,0,-6,-6
Fermentation Products,8122,VitiFerm BIO Esprit 500g pack,MEL01,Melbourne Warehouse,VIC,"Packs labelled as 8122, outer carton as 20 x 8122",340,0,Yeast,Kauri Australia (a Limited Partnership),16,0,0,16
Fermentation Products,8122,VitiFerm BIO Esprit 500g pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Esprit 500g pack,340,340,Yeast,Kauri Australia (a Limited Partnership),0,280,0,280
Fermentation Products,8122,VitiFerm BIO Esprit 500g pack,SA012,Collins Adelaide,SA,VitiFerm BIO Esprit 500g pack,340,340,Yeast,Kauri Australia (a Limited Partnership),0,0,-17,-17
Fermentation Products,8122,VitiFerm BIO Esprit 500g pack,SA017,WineWorks - Lonsdale,SA,"Packs labelled as 8122, outer carton as 20 x 8122",340,0,Yeast,Kauri Australia (a Limited Partnership),20,0,0,20
Fermentation Products,8122,VitiFerm BIO Esprit 500g pack,WA001,GJ Freight Ltd - Donnybrook,WA,"Packs labelled as 8122, outer carton as 20 x 8122",340,0,Yeast,Kauri Australia (a Limited Partnership),4,0,0,4
Fermentation Products,8122,VitiFerm BIO Esprit 500g pack,WA001,GJ Freight Ltd - Donnybrook,WA,VitiFerm BIO Esprit 500g pack,340,340,Yeast,Kauri Australia (a Limited Partnership),0,0,-3,-3
Fermentation Products,8122,VitiFerm BIO Esprit 500g pack,WA006,WA Office,WA,"Packs labelled as 8122, outer carton as 20 x 8122",340,0,Yeast,Kauri Australia (a Limited Partnership),34,0,0,34
Tannin,8123,ViniTannin W 1kg,MEL01,Melbourne Warehouse,VIC,Labelled as 8123,10,0,Tannin,Kauri Australia (a Limited Partnership),16,0,0,16
Tannin,8125,ViniTannin SR 1kg,MEL01,Melbourne Warehouse,VIC,Labelled as 8125,5,0,Tannin,Kauri Australia (a Limited Partnership),22,0,0,22
Fermentation Products,8126,VitiFerm BIO Sauvage 500g pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Sauvage 500g pack,350,350,Yeast,Kauri Australia (a Limited Partnership),0,400,0,400
Fermentation Products,8126,VitiFerm BIO Sauvage 500g pack,SA012,Collins Adelaide,SA,VitiFerm BIO Sauvage 500g pack,350,350,Yeast,Kauri Australia (a Limited Partnership),0,0,-51,-51
Fermentation Products,8126,VitiFerm BIO Sauvage 500g pack,SA021,JAGS Transport & Haulage,SA,VitiFerm BIO Sauvage 500g pack,350,350,Yeast,Kauri Australia (a Limited Partnership),0,0,-4,-4
Fermentation Products,8126,VitiFerm BIO Sauvage 500g pack,WA001,GJ Freight Ltd - Donnybrook,WA,VitiFerm BIO Sauvage 500g pack,350,350,Yeast,Kauri Australia (a Limited Partnership),0,0,-10,-10
Fermentation Products,8126,VitiFerm BIO Sauvage 500g pack,WA006,WA Office,WA,"Packs labelled as 8126, outer carton as 20 x 8126",350,0,Yeast,Kauri Australia (a Limited Partnership),80,0,0,80
Fermentation Products,8128,VitiFerm BIO Esprit 10kg pack,MEL01,Melbourne Warehouse,VIC,Labelled as 8128,345,0,Yeast,Kauri Australia (a Limited Partnership),20,0,0,20
Fermentation Products,8128,VitiFerm BIO Esprit 10kg pack,MEL01,Melbourne Warehouse,VIC,VitiFerm BIO Esprit 10kg pack,345,345,Yeast,Kauri Australia (a Limited Partnership),0,0,-18,-18
Fermentation Products,8128,VitiFerm BIO Esprit 10kg pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Esprit 10kg pack,345,345,Yeast,Kauri Australia (a Limited Partnership),0,15,0,15
Fermentation Products,8128,VitiFerm BIO Esprit 10kg pack,SA012,Collins Adelaide,SA,VitiFerm BIO Esprit 10kg pack,345,345,Yeast,Kauri Australia (a Limited Partnership),0,0,-1,-1
Fermentation Products,8128,VitiFerm BIO Esprit 10kg pack,WA001,GJ Freight Ltd - Donnybrook,WA,VitiFerm BIO Esprit 10kg pack,345,345,Yeast,Kauri Australia (a Limited Partnership),0,0,-3,-3
Tannin,8129,ViniTannin Multi Extra 5kg,MEL01,Melbourne Warehouse,VIC,Labelled as 8129,30,0,Tannin,Kauri Australia (a Limited Partnership),28,0,0,28
Tannin,8129,ViniTannin Multi Extra 5kg,MEL03,Collins Transport Group,VIC,ViniTannin Multi Extra 5kg,30,30,Tannin,Kauri Australia (a Limited Partnership),0,1,0,1
Fermentation Products,8130,FermControl BIO 1kg,MEL01,Melbourne Warehouse,VIC,FermControl BIO 1kg,230,230,FermControl,Kauri Australia (a Limited Partnership),0,0,-2,-2
Fermentation Products,8130,FermControl BIO 1kg,MEL01,Melbourne Warehouse,VIC,"Packs labelled as 8130, outer carton as 10 x 8130",230,0,FermControl,Kauri Australia (a Limited Partnership),8,0,0,8
Fermentation Products,8130,FermControl BIO 1kg,MEL03,Collins Transport Group,VIC,FermControl BIO 1kg,230,230,FermControl,Kauri Australia (a Limited Partnership),0,740,0,740
Fermentation Products,8130,FermControl BIO 1kg,SA007,SA Office,SA,"Packs labelled as 8130, outer carton as 10 x 8130",230,0,FermControl,Kauri Australia (a Limited Partnership),12,0,0,12
Fermentation Products,8130,FermControl BIO 1kg,SA012,Collins Adelaide,SA,FermControl BIO 1kg,230,230,FermControl,Kauri Australia (a Limited Partnership),0,0,-8,-8
Fermentation Products,8130,FermControl BIO 1kg,SA018,Turon Wines (Consignment),SA,"Packs labelled as 8130, outer carton as 10 x 8130",230,0,FermControl,Kauri Australia (a Limited Partnership),6,0,0,6
Fermentation Products,8130,FermControl BIO 1kg,WA001,GJ Freight Ltd - Donnybrook,WA,"Packs labelled as 8130, outer carton as 10 x 8130",230,0,FermControl,Kauri Australia (a Limited Partnership),190,0,0,190
Fermentation Products,8130,FermControl BIO 1kg,WA006,WA Office,WA,"Packs labelled as 8130, outer carton as 10 x 8130",230,0,FermControl,Kauri Australia (a Limited Partnership),12,0,0,12
Fermentation Products,8131,VitiFerm BIO Sauvage 10kg pack,MEL01,Melbourne Warehouse,VIC,Labelled as 8131,336,0,Yeast,Kauri Australia (a Limited Partnership),4,0,0,4
Fermentation Products,8131,VitiFerm BIO Sauvage 10kg pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Sauvage 10kg pack,336,336,Yeast,Kauri Australia (a Limited Partnership),0,10,0,10
Fermentation Products,8131,VitiFerm BIO Sauvage 10kg pack,WA001,GJ Freight Ltd - Donnybrook,WA,VitiFerm BIO Sauvage 10kg pack,336,336,Yeast,Kauri Australia (a Limited Partnership),0,0,-5,-5
Fermentation Products,8134,FermControl BIO 5kg,MEL01,Melbourne Warehouse,VIC,FermControl BIO 5kg,235,235,FermControl,Kauri Australia (a Limited Partnership),0,0,-18,-18
Fermentation Products,8134,FermControl BIO 5kg,MEL01,Melbourne Warehouse,VIC,"Packs labelled as 8134, outer carton as 2 x 8134",235,0,FermControl,Kauri Australia (a Limited Partnership),46,0,0,46
Fermentation Products,8134,FermControl BIO 5kg,MEL03,Collins Transport Group,VIC,FermControl BIO 5kg,235,235,FermControl,Kauri Australia (a Limited Partnership),0,560,0,560
Fermentation Products,8134,FermControl BIO 5kg,SA007,SA Office,SA,"Packs labelled as 8134, outer carton as 2 x 8134",235,0,FermControl,Kauri Australia (a Limited Partnership),4,0,0,4
Fermentation Products,8134,FermControl BIO 5kg,SA012,Collins Adelaide,SA,FermControl BIO 5kg,235,235,FermControl,Kauri Australia (a Limited Partnership),0,0,-112,-112
Fermentation Products,8134,FermControl BIO 5kg,SA017,WineWorks - Lonsdale,SA,FermControl BIO 5kg,235,235,FermControl,Kauri Australia (a Limited Partnership),0,0,-14,-14
Fermentation Products,8134,FermControl BIO 5kg,SA017,WineWorks - Lonsdale,SA,"Packs labelled as 8134, outer carton as 2 x 8134",235,0,FermControl,Kauri Australia (a Limited Partnership),150,0,0,150
Fermentation Products,8134,FermControl BIO 5kg,SA021,JAGS Transport & Haulage,SA,FermControl BIO 5kg,235,235,FermControl,Kauri Australia (a Limited Partnership),0,0,-2,-2
Fermentation Products,8134,FermControl BIO 5kg,WA001,GJ Freight Ltd - Donnybrook,WA,FermControl BIO 5kg,235,235,FermControl,Kauri Australia (a Limited Partnership),0,0,-28,-28
Fermentation Products,8134,FermControl BIO 5kg,WA001,GJ Freight Ltd - Donnybrook,WA,"Packs labelled as 8134, outer carton as 2 x 8134",235,0,FermControl,Kauri Australia (a Limited Partnership),104,0,0,104
Fermentation Products,8135,VitiFerm BIO Vulcano 10kg pack,MEL03,Collins Transport Group,VIC,VitiFerm BIO Vulcano 10kg pack,356,356,Yeast,Kauri Australia (a Limited Partnership),0,18,0,18
Fermentation Products,8135,VitiFerm BIO Vulcano 10kg pack,SA012,Collins Adelaide,SA,VitiFerm BIO Vulcano 10kg pack,356,356,Yeast,Kauri Australia (a Limited Partnership),0,0,-1,-1
Fermentation Products,8135,VitiFerm BIO Vulcano 10kg pack,WA001,GJ Freight Ltd - Donnybrook,WA,VitiFerm BIO Vulcano 10kg pack,356,356,Yeast,Kauri Australia (a Limited Partnership),0,0,-1,-1
Fermentation Products,8139,FermControl BIO 100kg Drum,MEL03,Collins Transport Group,VIC,FermControl BIO 100kg Drum,255,255,FermControl,Kauri Australia (a Limited Partnership),0,52,0,52
Fermentation Products,8139,FermControl BIO 100kg Drum,SA012,Collins Adelaide,SA,FermControl BIO 100kg Drum,255,255,FermControl,Kauri Australia (a Limited Partnership),0,0,-11,-11
Fermentation Products,8139,FermControl BIO 100kg Drum,WA001,GJ Freight Ltd - Donnybrook,WA,FermControl BIO 100kg Drum,255,255,FermControl,Kauri Australia (a Limited Partnership),0,0,-2,-2
Micro-Ox,8153,Parsec SAEn 5000 Control Cable,MEL01,Melbourne Warehouse,VIC,1.059.100 & 1.055.100,35,0,Mox Unit,Kauri Australia (a Limited Partnership),200,0,0,200
Micro-Ox,8159,Regulator Fitting for airline,OTHER,Other Location,OTHER,,0,0,Mox Accessories,Kauri Australia (a Limited Partnership),8,0,0,8
Rental,8160R,RENTAL Ceramic Sparger 3cm,MEL01,Melbourne Warehouse,VIC,,215,0,Mox Accessories,Kauri Australia (a Limited Partnership),2,0,0,2
Micro-Ox,8161,Ceramic Sparger Flat Small,MEL01,Melbourne Warehouse,VIC,,60,0,Mox Accessories,Kauri Australia (a Limited Partnership),2,0,0,2
Rental,8161R,RENTAL Ceramic Sparger Flat Small,MEL01,Melbourne Warehouse,VIC,,220,0,Mox Accessories,Kauri Australia (a Limited Partnership),2,0,0,2
Micro-Ox,8163,Ceramic Sparger Flat Large,MEL01,Melbourne Warehouse,VIC,,65,0,Mox Accessories,Kauri Australia (a Limited Partnership),4,0,0,4
Micro-Ox,8164,Ceramic Sparger 3cm with non-return valve,MEL01,Melbourne Warehouse,VIC,,70,0,Mox Accessories,Kauri Australia (a Limited Partnership),6,0,0,6
