KAURIITEMCODE,BRAND,SHORTDESCRIPTION,CURRENCY,EARLYORDERPRICING,STANDARDPRICING,EARLYORDERPRICETOCUSTOMERAUS,STANDARDPRICETOCUSTOMERAUS,EARLYORDERPRICETOCUSTOMERNZ,STANDARDPRICETOCUSTOMERNZ,SIZE,SEASONING,BENDING,TOASTING,GRAIN,OAK,TERMS,BARRELMARKINGS1,BARRELMARKINGS2,LABELLINEI,LABELLINE2,LABELLINE3,LABELLINE4,LABELLINE5,LONGBARRELCODE,FULLDESCRIPTION,CURRENTLYAVAILABLE
8719,Des Clos,BT TDC 3yr M+,Euro,914,914,1225,1245,1175,1195,Burgundy Export 228L,3yr,Fire,M+,,French Oak,ex W,,3yr M+,8719,Des Clos,French Oak,Clos BT 3yr M+,customer name,Des Clos Burg Exp 228L 3yr M+,Des Clos French Oak Burgundy Export 228L 3yr Fire M+,Y
8696,Des Clos,BT TDC 3yr M+ TH,Euro,934,934,1245,1265,1195,1215,Burgundy Export 228L,3yr,Fire,M+ TH,,French Oak,ex W,,3yr M+ TH,8696,Des Clos,French Oak,Clos BT 3yr M+ TH,customer name,Des Clos Burg Exp 228L 3yr M+ TH,Des Clos French Oak Burgundy Export 228L 3yr Fire M+ TH,Y
8697,Des Clos,BT TDC 3yr Imm M+,Euro,914,914,1225,1245,1175,1195,Burgundy Export 228L,3yr,Immersion,M+,,French Oak,ex W,,3yr Immersion M+,8697,Des Clos,French Oak,Clos BT 3yr Imm M+,customer name,Des Clos Burg Exp 228L 3yr Imm M+,Des Clos French Oak Burgundy Export 228L 3yr Immersion M+,Y
8698,Des Clos,BT TDC 3yr Imm M+ TH,Euro,934,934,1245,1265,1195,1215,Burgundy Export 228L,3yr,Immersion,M+ TH,,French Oak,ex W,,3yr Immersion M+ TH,8698,Des Clos,French Oak,Clos BT 3yr Imm M+ TH,customer name,Des Clos Burg Exp 228L 3yr Imm M+ TH,Des Clos French Oak Burgundy Export 228L 3yr Immersion M+ TH,Y
8699,Des Clos,BT TDC 3yr Strong,Euro,914,914,1225,1245,1175,1195,Burgundy Export 228L,3yr,Fire,Strong,,French Oak,ex W,,3yr Strong,8699,Des Clos,French Oak,Clos BT 3yr Strong,customer name,Des Clos Burg Exp 228L 3yr Strong,Des Clos French Oak Burgundy Export 228L 3yr Fire Strong,Y
8686,Des Clos,BT TDC 3yr Strong TH,Euro,934,934,1245,1265,1195,1215,Burgundy Export 228L,3yr,Fire,Strong TH,,French Oak,ex W,,3yr Strong TH,8686,Des Clos,French Oak,Clos BT 3yr Strong TH,customer name,Des Clos Burg Exp 228L 3yr Strong TH,Des Clos French Oak Burgundy Export 228L 3yr Fire Strong TH,Y
8687,Des Clos,BT TDC 3yr Imm Strong,Euro,914,914,1225,1245,1175,1195,Burgundy Export 228L,3yr,Immersion,Strong,,French Oak,ex W,,3yr Immersion Strong,8687,Des Clos,French Oak,Clos BT 3yr Imm Strong,customer name,Des Clos Burg Exp 228L 3yr Imm Strong,Des Clos French Oak Burgundy Export 228L 3yr Immersion Strong,Y
8688,Des Clos,BT TDC 3yr Imm Strong TH,Euro,934,934,1245,1265,1195,1215,Burgundy Export 228L,3yr,Immersion,Strong TH,,French Oak,ex W,,3yr Immersion Strong TH,8688,Des Clos,French Oak,Clos BT 3yr Imm Strong TH,customer name,Des Clos Burg Exp 228L 3yr Imm Strong TH,Des Clos French Oak Burgundy Export 228L 3yr Immersion Strong TH,Y
8598,Des Clos,TT TDC 3yr Light,Euro,1122,1122,1510,1535,1450,1475,Hogshead 300L,3yr,Fire,Light,,French Oak,ex W,,3yr Light,,Des Clos,French Oak,Clos TT 3yr Light,customer name,Des Clos Hogshead 300L 3yr Light,Des Clos French Oak Hogshead 300L 3yr Fire Light,Y
8599,Des Clos,TT TDC 3yr Light TH,Euro,1142,1142,1535,1555,1470,1495,Hogshead 300L,3yr,Fire,Light TH,,French Oak,ex W,,3yr Light TH,,Des Clos,French Oak,Clos TT 3yr Light TH,customer name,Des Clos Hogshead 300L 3yr Light TH,Des Clos French Oak Hogshead 300L 3yr Fire Light TH,Y
8553,Des Clos,TT TDC 3yr Imm Light,Euro,1122,1122,1515,1535,1450,1475,Hogshead 300L,3yr,Immersion,Light,,French Oak,ex W,,3yr Immersion Light,,Des Clos,French Oak,Clos TT 3yr Imm Light,customer name,Des Clos Hogshead 300L 3yr Imm Light,Des Clos French Oak Hogshead 300L 3yr Immersion Light,Y
8554,Des Clos,TT TDC 3yr Imm Light TH,Euro,1142,1142,1535,1555,1470,1495,Hogshead 300L,3yr,Immersion,Light TH,,French Oak,ex W,,3yr Immersion Light TH,,Des Clos,French Oak,Clos TT 3yr Imm Light TH,customer name,Des Clos Hogshead 300L 3yr Imm Light TH,Des Clos French Oak Hogshead 300L 3yr Immersion Light TH,Y
8555,Des Clos,TT TDC 3yr M,Euro,1122,1122,1515,1535,1450,1475,Hogshead 300L,3yr,Fire,M,,French Oak,ex W,,3yr M,,Des Clos,French Oak,Clos TT 3yr M,customer name,Des Clos Hogshead 300L 3yr M,Des Clos French Oak Hogshead 300L 3yr Fire M,Y
8556,Des Clos,TT TDC 3yr M TH,Euro,1142,1142,1535,1555,1470,1495,Hogshead 300L,3yr,Fire,M TH,,French Oak,ex W,,3yr M TH,,Des Clos,French Oak,Clos TT 3yr M TH,customer name,Des Clos Hogshead 300L 3yr M TH,Des Clos French Oak Hogshead 300L 3yr Fire M TH,Y
8557,Des Clos,TT TDC 3yr Imm M,Euro,1122,1122,1515,1535,1450,1475,Hogshead 300L,3yr,Immersion,M,,French Oak,ex W,,3yr Immersion M,,Des Clos,French Oak,Clos TT 3yr Imm M,customer name,Des Clos Hogshead 300L 3yr Imm M,Des Clos French Oak Hogshead 300L 3yr Immersion M,Y
8558,Des Clos,TT TDC 3yr Imm M TH,Euro,1142,1142,1535,1555,1470,1495,Hogshead 300L,3yr,Immersion,M TH,,French Oak,ex W,,3yr Immersion M TH,,Des Clos,French Oak,Clos TT 3yr Imm M TH,customer name,Des Clos Hogshead 300L 3yr Imm M TH,Des Clos French Oak Hogshead 300L 3yr Immersion M TH,Y
8559,Des Clos,TT TDC 3yr ML,Euro,1122,1122,1515,1535,1450,1475,Hogshead 300L,3yr,Fire,ML,,French Oak,ex W,,3yr ML,,Des Clos,French Oak,Clos TT 3yr ML,customer name,Des Clos Hogshead 300L 3yr ML,Des Clos French Oak Hogshead 300L 3yr Fire ML,Y
8539,Des Clos,TT TDC 3yr ML TH,Euro,1142,1142,1535,1555,1470,1495,Hogshead 300L,3yr,Fire,ML TH,,French Oak,ex W,,3yr ML TH,,Des Clos,French Oak,Clos TT 3yr ML TH,customer name,Des Clos Hogshead 300L 3yr ML TH,Des Clos French Oak Hogshead 300L 3yr Fire ML TH,Y
8531,Des Clos,TT TDC 3yr Imm ML,Euro,1122,1122,1515,1535,1450,1475,Hogshead 300L,3yr,Immersion,ML,,French Oak,ex W,,3yr Immersion ML,,Des Clos,French Oak,Clos TT 3yr Imm ML,customer name,Des Clos Hogshead 300L 3yr Imm ML,Des Clos French Oak Hogshead 300L 3yr Immersion ML,Y
8527,Des Clos,TT TDC 3yr Imm ML TH,Euro,1142,1142,1535,1555,1470,1495,Hogshead 300L,3yr,Immersion,ML TH,,French Oak,ex W,,3yr Immersion ML TH,,Des Clos,French Oak,Clos TT 3yr Imm ML TH,customer name,Des Clos Hogshead 300L 3yr Imm ML TH,Des Clos French Oak Hogshead 300L 3yr Immersion ML TH,Y
8517,Des Clos,TT TDC 3yr M+,Euro,1122,1122,1515,1535,1450,1475,Hogshead 300L,3yr,Fire,M+,,French Oak,ex W,,3yr M+,,Des Clos,French Oak,Clos TT 3yr M+,customer name,Des Clos Hogshead 300L 3yr M+,Des Clos French Oak Hogshead 300L 3yr Fire M+,Y
8518,Des Clos,TT TDC 3yr M+ TH,Euro,1142,1142,1535,1555,1470,1495,Hogshead 300L,3yr,Fire,M+ TH,,French Oak,ex W,,3yr M+ TH,,Des Clos,French Oak,Clos TT 3yr M+ TH,customer name,Des Clos Hogshead 300L 3yr M+ TH,Des Clos French Oak Hogshead 300L 3yr Fire M+ TH,Y
8519,Des Clos,TT TDC 3yr Imm M+,Euro,1122,1122,1515,1535,1450,1475,Hogshead 300L,3yr,Immersion,M+,,French Oak,ex W,,3yr Immersion M+,,Des Clos,French Oak,Clos TT 3yr Imm M+,customer name,Des Clos Hogshead 300L 3yr Imm M+,Des Clos French Oak Hogshead 300L 3yr Immersion M+,Y
8508,Des Clos,TT TDC 3yr Imm M+ TH,Euro,1142,1142,1535,1555,1470,1495,Hogshead 300L,3yr,Immersion,M+ TH,,French Oak,ex W,,3yr Immersion M+ TH,,Des Clos,French Oak,Clos TT 3yr Imm M+ TH,customer name,Des Clos Hogshead 300L 3yr Imm M+ TH,Des Clos French Oak Hogshead 300L 3yr Immersion M+ TH,Y
8853,Des Clos,TT TDC 3yr Strong,Euro,1122,1122,1515,1535,1450,1475,Hogshead 300L,3yr,Fire,Strong,,French Oak,ex W,,3yr Strong,,Des Clos,French Oak,Clos TT 3yr Strong,customer name,Des Clos Hogshead 300L 3yr Strong,Des Clos French Oak Hogshead 300L 3yr Fire Strong,Y
8854,Des Clos,TT TDC 3yr Strong TH,Euro,1142,1142,1535,1555,1470,1495,Hogshead 300L,3yr,Fire,Strong TH,,French Oak,ex W,,3yr Strong TH,,Des Clos,French Oak,Clos TT 3yr Strong TH,customer name,Des Clos Hogshead 300L 3yr Strong TH,Des Clos French Oak Hogshead 300L 3yr Fire Strong TH,Y
8855,Des Clos,TT TDC 3yr Imm Strong,Euro,1122,1122,1515,1535,1450,1475,Hogshead 300L,3yr,Immersion,Strong,,French Oak,ex W,,3yr Immersion Strong,,Des Clos,French Oak,Clos TT 3yr Imm Strong,customer name,Des Clos Hogshead 300L 3yr Imm Strong,Des Clos French Oak Hogshead 300L 3yr Immersion Strong,Y
8856,Des Clos,TT TDC 3yr Imm Strong TH,Euro,1142,1142,1535,1555,1470,1495,Hogshead 300L,3yr,Immersion,Strong TH,,French Oak,ex W,,3yr Immersion Strong TH,,Des Clos,French Oak,Clos TT 3yr Imm Strong TH,customer name,Des Clos Hogshead 300L 3yr Imm Strong TH,Des Clos French Oak Hogshead 300L 3yr Immersion Strong TH,Y
8899,Des Clos,CT TDC 3yr Light,Euro,1538,1538,2150,2180,2045,2085,Puncheon 500L,3yr,Fire,Light,,French Oak,ex W,,3yr Light,,Des Clos,French Oak,Clos CT 3yr Light,customer name,Des Clos Puncheon 500L 3yr Light,Des Clos French Oak Puncheon 500L 3yr Fire Light,Y
8870,Des Clos,CT TDC 3yr Light TH,Euro,1558,1558,2170,2200,2065,2105,Puncheon 500L,3yr,Fire,Light TH,,French Oak,ex W,,3yr Light TH,,Des Clos,French Oak,Clos CT 3yr Light TH,customer name,Des Clos Puncheon 500L 3yr Light TH,Des Clos French Oak Puncheon 500L 3yr Fire Light TH,Y
8871,Des Clos,CT TDC 3yr Imm Light,Euro,1538,1538,2150,2180,2045,2085,Puncheon 500L,3yr,Immersion,Light,,French Oak,ex W,,3yr Immersion Light,,Des Clos,French Oak,Clos CT 3yr Imm Light,customer name,Des Clos Puncheon 500L 3yr Imm Light,Des Clos French Oak Puncheon 500L 3yr Immersion Light,Y
8872,Des Clos,CT TDC 3yr Imm Light TH,Euro,1558,1558,2170,2200,2065,2105,Puncheon 500L,3yr,Immersion,Light TH,,French Oak,ex W,,3yr Immersion Light TH,,Des Clos,French Oak,Clos CT 3yr Imm Light TH,customer name,Des Clos Puncheon 500L 3yr Imm Light TH,Des Clos French Oak Puncheon 500L 3yr Immersion Light TH,Y
8873,Des Clos,CT TDC 3yr M,Euro,1538,1538,2150,2180,2045,2085,Puncheon 500L,3yr,Fire,M,,French Oak,ex W,,3yr M,,Des Clos,French Oak,Clos CT 3yr M,customer name,Des Clos Puncheon 500L 3yr M,Des Clos French Oak Puncheon 500L 3yr Fire M,Y
8874,Des Clos,CT TDC 3yr M TH,Euro,1558,1558,2170,2200,2065,2105,Puncheon 500L,3yr,Fire,M TH,,French Oak,ex W,,3yr M TH,,Des Clos,French Oak,Clos CT 3yr M TH,customer name,Des Clos Puncheon 500L 3yr M TH,Des Clos French Oak Puncheon 500L 3yr Fire M TH,Y
8876,Des Clos,CT TDC 3yr Imm M,Euro,1538,1538,2150,2180,2045,2085,Puncheon 500L,3yr,Immersion,M,,French Oak,ex W,,3yr Immersion M,,Des Clos,French Oak,Clos CT 3yr Imm M,customer name,Des Clos Puncheon 500L 3yr Imm M,Des Clos French Oak Puncheon 500L 3yr Immersion M,Y
8877,Des Clos,CT TDC 3yr Imm M TH,Euro,1558,1558,2170,2200,2065,2105,Puncheon 500L,3yr,Immersion,M TH,,French Oak,ex W,,3yr Immersion M TH,,Des Clos,French Oak,Clos CT 3yr Imm M TH,customer name,Des Clos Puncheon 500L 3yr Imm M TH,Des Clos French Oak Puncheon 500L 3yr Immersion M TH,Y
8878,Des Clos,CT TDC 3yr ML,Euro,1538,1538,2150,2180,2045,2085,Puncheon 500L,3yr,Fire,ML,,French Oak,ex W,,3yr ML,,Des Clos,French Oak,Clos CT 3yr ML,customer name,Des Clos Puncheon 500L 3yr ML,Des Clos French Oak Puncheon 500L 3yr Fire ML,Y
8879,Des Clos,CT TDC 3yr ML TH,Euro,1558,1558,2170,2200,2065,2105,Puncheon 500L,3yr,Fire,ML TH,,French Oak,ex W,,3yr ML TH,,Des Clos,French Oak,Clos CT 3yr ML TH,customer name,Des Clos Puncheon 500L 3yr ML TH,Des Clos French Oak Puncheon 500L 3yr Fire ML TH,Y
8882,Des Clos,CT TDC 3yr Imm ML,Euro,1538,1538,2150,2180,2045,2085,Puncheon 500L,3yr,Immersion,ML,,French Oak,ex W,,3yr Immersion ML,,Des Clos,French Oak,Clos CT 3yr Imm ML,customer name,Des Clos Puncheon 500L 3yr Imm ML,Des Clos French Oak Puncheon 500L 3yr Immersion ML,Y
8883,Des Clos,CT TDC 3yr Imm ML TH,Euro,1558,1558,2170,2200,2065,2105,Puncheon 500L,3yr,Immersion,ML TH,,French Oak,ex W,,3yr Immersion ML TH,,Des Clos,French Oak,Clos CT 3yr Imm ML TH,customer name,Des Clos Puncheon 500L 3yr Imm ML TH,Des Clos French Oak Puncheon 500L 3yr Immersion ML TH,Y
8884,Des Clos,CT TDC 3yr M+,Euro,1538,1538,2150,2180,2045,2085,Puncheon 500L,3yr,Fire,M+,,French Oak,ex W,,3yr M+,,Des Clos,French Oak,Clos CT 3yr M+,customer name,Des Clos Puncheon 500L 3yr M+,Des Clos French Oak Puncheon 500L 3yr Fire M+,Y
8885,Des Clos,CT TDC 3yr M+ TH,Euro,1558,1558,2170,2200,2065,2105,Puncheon 500L,3yr,Fire,M+ TH,,French Oak,ex W,,3yr M+ TH,,Des Clos,French Oak,Clos CT 3yr M+ TH,customer name,Des Clos Puncheon 500L 3yr M+ TH,Des Clos French Oak Puncheon 500L 3yr Fire M+ TH,Y
8886,Des Clos,CT TDC 3yr Imm M+,Euro,1538,1538,2150,2180,2045,2085,Puncheon 500L,3yr,Immersion,M+,,French Oak,ex W,,3yr Immersion M+,,Des Clos,French Oak,Clos CT 3yr Imm M+,customer name,Des Clos Puncheon 500L 3yr Imm M+,Des Clos French Oak Puncheon 500L 3yr Immersion M+,Y
8887,Des Clos,CT TDC 3yr Imm M+ TH,Euro,1558,1558,2170,2200,2065,2105,Puncheon 500L,3yr,Immersion,M+ TH,,French Oak,ex W,,3yr Immersion M+ TH,,Des Clos,French Oak,Clos CT 3yr Imm M+ TH,customer name,Des Clos Puncheon 500L 3yr Imm M+ TH,Des Clos French Oak Puncheon 500L 3yr Immersion M+ TH,Y
8888,Des Clos,CT TDC 3yr Strong,Euro,1538,1538,2150,2180,2045,2085,Puncheon 500L,3yr,Fire,Strong,,French Oak,ex W,,3yr Strong,,Des Clos,French Oak,Clos CT 3yr Strong,customer name,Des Clos Puncheon 500L 3yr Strong,Des Clos French Oak Puncheon 500L 3yr Fire Strong,Y
8889,Des Clos,CT TDC 3yr Strong TH,Euro,1558,1558,2170,2200,2065,2105,Puncheon 500L,3yr,Fire,Strong TH,,French Oak,ex W,,3yr Strong TH,,Des Clos,French Oak,Clos CT 3yr Strong TH,customer name,Des Clos Puncheon 500L 3yr Strong TH,Des Clos French Oak Puncheon 500L 3yr Fire Strong TH,Y
8895,Des Clos,CT TDC 3yr Imm Strong,Euro,1538,1538,2150,2180,2045,2085,Puncheon 500L,3yr,Immersion,Strong,,French Oak,ex W,,3yr Immersion Strong,,Des Clos,French Oak,Clos CT 3yr Imm Strong,customer name,Des Clos Puncheon 500L 3yr Imm Strong,Des Clos French Oak Puncheon 500L 3yr Immersion Strong,Y
8896,Des Clos,CT TDC 3yr Imm Strong TH,Euro,1558,1558,2170,2200,2065,2105,Puncheon 500L,3yr,Immersion,Strong TH,,French Oak,ex W,,3yr Immersion Strong TH,,Des Clos,French Oak,Clos CT 3yr Imm Strong TH,customer name,Des Clos Puncheon 500L 3yr Imm Strong TH,Des Clos French Oak Puncheon 500L 3yr Immersion Strong TH,Y
6954,LEROI Coopers,LXT L,Euro,700,713,965,995,935,955,Bordeaux Export 225L ,2yr,Fire,L,mid-fine,French Oak,ex W,,L,6954,LEROI,French Oak,LXT L,customer name,LEROI Bord Exp 225L L,LEROI Coopers French Oak Bordeaux Export 225L  Fire L,Y
6955,LEROI Coopers,LXT L TH,Euro,700,713,985,1015,955,975,Bordeaux Export 225L ,2yr,Fire,L TH,mid-fine,French Oak,ex W,,L TH,6955,LEROI,French Oak,LXT L TH,customer name,LEROI Bord Exp 225L L TH,LEROI Coopers French Oak Bordeaux Export 225L  Fire L TH,Y
8509,LEROI Coopers,LXT M,Euro,700,713,965,995,935,955,Bordeaux Export 225L ,2yr,Fire,M,mid-fine,French Oak,ex W,,M,8509,LEROI,French Oak,LXT M,customer name,LEROI Bord Exp 225L M,LEROI Coopers French Oak Bordeaux Export 225L  Fire M,Y
8510,LEROI Coopers,LXT M TH,Euro,700,713,985,1015,955,975,Bordeaux Export 225L ,2yr,Fire,M TH,mid-fine,French Oak,ex W,,M TH,8510,LEROI,French Oak,LXT M TH,customer name,LEROI Bord Exp 225L M TH,LEROI Coopers French Oak Bordeaux Export 225L  Fire M TH,Y
8511,LEROI Coopers,LXT M+,Euro,700,713,965,995,935,955,Bordeaux Export 225L ,2yr,Fire,M+,mid-fine,French Oak,ex W,,M+ ,8511,LEROI,French Oak,LXT M+,customer name,LEROI Bord Exp 225L M+ ,LEROI Coopers French Oak Bordeaux Export 225L  Fire M+,Y
8512,LEROI Coopers,LXT M+ TH,Euro,700,713,985,1015,955,975,Bordeaux Export 225L ,2yr,Fire,M+ TH,mid-fine,French Oak,ex W,,M+ TH,8512,LEROI,French Oak,LXT M+ TH,customer name,LEROI Bord Exp 225L M+ TH,LEROI Coopers French Oak Bordeaux Export 225L  Fire M+ TH,Y
8513,LEROI Coopers,LXT Med Long,Euro,700,713,965,995,935,955,Bordeaux Export 225L ,2yr,Fire,Med Long,mid-fine,French Oak,ex W,,Med Long,8513,LEROI,French Oak,LXT Med Long,customer name,LEROI Bord Exp 225L Med Long,LEROI Coopers French Oak Bordeaux Export 225L  Fire Med Long,Y
8514,LEROI Coopers,LXT Med Long TH,Euro,700,713,985,1015,955,975,Bordeaux Export 225L ,2yr,Fire,Med Long TH,mid-fine,French Oak,ex W,,Med Long TH,8514,LEROI,French Oak,LXT Med Long TH,customer name,LEROI Bord Exp 225L Med Long TH,LEROI Coopers French Oak Bordeaux Export 225L  Fire Med Long TH,Y
8515,LEROI Coopers,LXT Burgundy House,Euro,700,713,965,995,935,955,Bordeaux Export 225L ,2yr,Fire,Burgundy House,mid-fine,French Oak,ex W,,Burgundy House ,8515,LEROI,French Oak,LXT Burgundy House,customer name,LEROI Bord Exp 225L Burg House ,LEROI Coopers French Oak Bordeaux Export 225L  Fire Burgundy House,Y
8516,LEROI Coopers,LXT Burgundy House TH,Euro,700,713,985,1015,955,975,Bordeaux Export 225L ,2yr,Fire,Burgundy House TH,mid-fine,French Oak,ex W,,Burgundy House TH,8516,LEROI,French Oak,LXT Burgundy House TH,customer name,LEROI Bord Exp 225L Burg House TH,LEROI Coopers French Oak Bordeaux Export 225L  Fire Burgundy House TH,Y
6956,LEROI Coopers,LXCF L,Euro,728,742,995,1030,965,985,Chateau Ferre 225L,2yr,Fire,L,mid-fine,French Oak,ex W,,L,6956,LEROI,French Oak,LXCF L,customer name,LEROI Chateau Ferre 225L L,LEROI Coopers French Oak Chateau Ferre 225L Fire L,Y
6957,LEROI Coopers,LXCF L TH,Euro,728,742,1015,1050,985,1005,Chateau Ferre 225L,2yr,Fire,L TH,mid-fine,French Oak,ex W,,L TH,6957,LEROI,French Oak,LXCF L TH,customer name,LEROI Chateau Ferre 225L L TH,LEROI Coopers French Oak Chateau Ferre 225L Fire L TH,Y
6379,LEROI Coopers,LXCF M,Euro,728,742,995,1030,965,985,Chateau Ferre 225L,2yr,Fire,M,mid-fine,French Oak,ex W,,M,6379,LEROI,French Oak,LXCF M,customer name,LEROI Chateau Ferre 225L M,LEROI Coopers French Oak Chateau Ferre 225L Fire M,Y
6380,LEROI Coopers,LXCF M TH,Euro,728,742,1015,1050,985,1005,Chateau Ferre 225L,2yr,Fire,M TH,mid-fine,French Oak,ex W,,M TH,6380,LEROI,French Oak,LXCF M TH,customer name,LEROI Chateau Ferre 225L M TH,LEROI Coopers French Oak Chateau Ferre 225L Fire M TH,Y
6381,LEROI Coopers,LXCF M+,Euro,728,742,995,1030,965,985,Chateau Ferre 225L,2yr,Fire,M+,mid-fine,French Oak,ex W,,M+ ,6381,LEROI,French Oak,LXCF M+,customer name,LEROI Chateau Ferre 225L M+ ,LEROI Coopers French Oak Chateau Ferre 225L Fire M+,Y
6382,LEROI Coopers,LXCF M+ TH,Euro,728,742,1015,1050,985,1005,Chateau Ferre 225L,2yr,Fire,M+ TH,mid-fine,French Oak,ex W,,M+ TH,6382,LEROI,French Oak,LXCF M+ TH,customer name,LEROI Chateau Fere 225L M+ TH,LEROI Coopers French Oak Chateau Ferre 225L Fire M+ TH,Y
6383,LEROI Coopers,LXCF Med Long,Euro,728,742,995,1030,965,985,Chateau Ferre 225L,2yr,Fire,Med Long,mid-fine,French Oak,ex W,,Med Long,6383,LEROI,French Oak,LXCF Med Long,customer name,LEROI Chateau Ferre 225L Med Long,LEROI Coopers French Oak Chateau Ferre 225L Fire Med Long,Y
6357,LEROI Coopers,LXCF Med Long TH,Euro,728,742,1015,1050,985,1005,Chateau Ferre 225L,2yr,Fire,Med Long TH,mid-fine,French Oak,ex W,,Med Long TH,6357,LEROI,French Oak,LXCF Med Long TH,customer name,LEROI Chateau Ferre 225L Med Long TH,LEROI Coopers French Oak Chateau Ferre 225L Fire Med Long TH,Y
6384,LEROI Coopers,LXCF Burgundy House,Euro,728,742,995,1030,965,985,Chateau Ferre 225L,2yr,Fire,Burgundy House,mid-fine,French Oak,ex W,,Burgundy House ,6384,LEROI,French Oak,LXCF Burgundy House,customer name,LEROI Chateau Ferre 225L Burg House ,LEROI Coopers French Oak Chateau Ferre 225L Fire Burgundy House,Y
6385,LEROI Coopers,LXCF Burgundy House TH,Euro,728,742,1015,1050,985,1005,Chateau Ferre 225L,2yr,Fire,Burgundy House TH,mid-fine,French Oak,ex W,,Burgundy House TH,6385,LEROI,French Oak,LXCF Burgundy House TH,customer name,LEROI Chateau Ferre 225L Burg House TH,LEROI Coopers French Oak Chateau Ferre 225L Fire Burgundy House TH,Y
6958,LEROI Coopers,LBT L,Euro,700,713,965,995,935,955,Burgundy Export 228L,2yr,Fire,L,mid-fine,French Oak,ex W,,M,6958,LEROI,French Oak,LBT L,customer name,LEROI Burg Exp 228L L,LEROI Coopers French Oak Burgundy Export 228L Fire L,Y
6959,LEROI Coopers,LBT L TH,Euro,700,713,985,1015,955,975,Burgundy Export 228L,2yr,Fire,L TH,mid-fine,French Oak,ex W,,M TH,6959,LEROI,French Oak,LBT L TH,customer name,LEROI Burg Exp 228L L TH,LEROI Coopers French Oak Burgundy Export 228L Fire L TH,Y
8520,LEROI Coopers,LBT M,Euro,700,713,965,995,935,955,Burgundy Export 228L,2yr,Fire,M,mid-fine,French Oak,ex W,,M,8520,LEROI,French Oak,LBT M,customer name,LEROI Burg Exp 228L M,LEROI Coopers French Oak Burgundy Export 228L Fire M,Y
8521,LEROI Coopers,LBT M TH,Euro,700,713,985,1015,955,975,Burgundy Export 228L,2yr,Fire,M TH,mid-fine,French Oak,ex W,,M TH,8521,LEROI,French Oak,LBT M TH,customer name,LEROI Burg Exp 228L M TH,LEROI Coopers French Oak Burgundy Export 228L Fire M TH,Y
8523,LEROI Coopers,LBT M+,Euro,700,713,965,995,935,955,Burgundy Export 228L,2yr,Fire,M+,mid-fine,French Oak,ex W,,M+ ,8523,LEROI,French Oak,LBT M+,customer name,LEROI Burg Exp 228L M+ ,LEROI Coopers French Oak Burgundy Export 228L Fire M+,Y
8522,LEROI Coopers,LBT M+ TH,Euro,700,713,985,1015,955,975,Burgundy Export 228L,2yr,Fire,M+ TH,mid-fine,French Oak,ex W,,M+ TH,8522,LEROI,French Oak,LBT M+ TH,customer name,LEROI Burg Exp 228L M+ TH,LEROI Coopers French Oak Burgundy Export 228L Fire M+ TH,Y
8524,LEROI Coopers,LBT Med Long,Euro,700,713,965,995,935,955,Burgundy Export 228L,2yr,Fire,Med Long,mid-fine,French Oak,ex W,,Med Long,8524,LEROI,French Oak,LBT Med Long,customer name,LEROI Burg Exp 228L Med Long,LEROI Coopers French Oak Burgundy Export 228L Fire Med Long,Y
8528,LEROI Coopers,LBT Med Long TH,Euro,700,713,985,1015,955,975,Burgundy Export 228L,2yr,Fire,Med Long TH,mid-fine,French Oak,ex W,,Med Long TH,8528,LEROI,French Oak,LBT Med Long TH,customer name,LEROI Burg Exp 228L Med Long TH,LEROI Coopers French Oak Burgundy Export 228L Fire Med Long TH,Y
8525,LEROI Coopers,LBT Burgundy House,Euro,700,713,965,995,935,955,Burgundy Export 228L,2yr,Fire,Burgundy House,mid-fine,French Oak,ex W,,Burgundy House,8525,LEROI,French Oak,LBT Burgundy House,customer name,LEROI Burg Exp 228L Burg House,LEROI Coopers French Oak Burgundy Export 228L Fire Burgundy House,Y
8526,LEROI Coopers,LBT Burgundy House TH,Euro,700,713,985,1015,955,975,Burgundy Export 228L,2yr,Fire,Burgundy House TH,mid-fine,French Oak,ex W,,Burgundy House TH,8526,LEROI,French Oak,LBT Burgundy House TH,customer name,LEROI Burg Exp 228L Burg House TH,LEROI Coopers French Oak Burgundy Export 228L Fire Burgundy House TH,Y
6960,LEROI Coopers,LTT L,Euro,794,810,1110,1145,1080,1105,Hogshead 300L,2yr,Fire,L,mid-fine,French Oak,ex W,,L,6960,LEROI,French Oak,LTT L,customer name,LEROI Hogshead 300L L,LEROI Coopers French Oak Hogshead 300L Fire L,Y
7014,LEROI Coopers,LTT Light Long,Euro,794,810,1110,1145,1080,1105,Hogshead 300L,2yr,Fire,Light Long,mid-fine,French Oak,ex W,,Light Long,7014,LEROI,French Oak,LTT Light Long,customer name,LEROI Hogshead 300L Light Long,LEROI Coopers French Oak Hogshead 300L Fire Light Long,Y
6961,LEROI Coopers,LTT L TH,Euro,794,810,1130,1165,1100,1125,Hogshead 300L,2yr,Fire,L TH,mid-fine,French Oak,ex W,,L TH,6961,LEROI,French Oak,LTT L TH,customer name,LEROI Hogshead 300L L TH,LEROI Coopers French Oak Hogshead 300L Fire L TH,Y
